,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,SalePrice
10,12.2361425189,0.0,0.0,0.730463147119,1.54096275563,1Fam,1.82033410364,1.54096275563,11.8494468226,0.0,2.05564153806,2.25967378672,0.730463147119,0.0,1.82033410364,7.24755142517,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,1.54096275563,HdBoard,HdBoard,1.82033410364,1.54096275563,0.0,CBlock,0.730463147119,2.25967378672,9.6160869123,0.730463147119,2.05564153806,1.54096275563,2.05564153806,Detchd,14.1277273093,12.2361425189,0.0,GasA,0.0,1Story,0.730463147119,1.54096275563,Lvl,0.0,20.3291991327,Inside,5.96898058539,1.54096275563,0.0,2.05564153806,RL,0.0,None,None,0.0,1.82033410364,Sawyer,0.0,1.82033410364,2.05564153806,1.19431763788,0.0,1.54096275563,CompShg,Hip,Normal,WD,0.0,0.730463147119,2.05564153806,12.2361425189,0.0,14.1277273093,14.1277273093,1.19431763788,14.3058019398,11.7714438821
11,12.6022124697,12.5030491862,0.0,0.730463147119,1.82033410364,1Fam,1.82033410364,1.54096275563,12.1197332936,0.0,1.19431763788,2.25967378672,0.730463147119,0.0,0.0,7.83679733308,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,0.0,WdShing,Wd Shng,1.82033410364,1.19431763788,1.19431763788,PConc,1.54096275563,2.25967378672,11.281862459,1.54096275563,2.05564153806,0.0,2.05564153806,BuiltIn,14.1906473764,14.6575057093,0.0,GasA,0.0,2Story,0.730463147119,0.0,Lvl,0.0,20.5840230706,Inside,6.33752939459,0.0,0.0,2.88584647249,RL,8.91417898894,Stone,None,0.0,2.75025029749,NridgHt,3.93251029407,1.82033410364,2.75025029749,1.19431763788,0.0,1.54096275563,CompShg,Hip,Partial,New,0.0,0.730463147119,3.01134024326,12.5850667472,7.44076639467,14.1906473764,14.1922066658,0.0,16.0068532938,12.7513025946
12,11.8677685874,0.0,0.0,0.730463147119,1.19431763788,1Fam,1.82033410364,1.54096275563,11.2855133791,0.0,0.0,2.25967378672,0.730463147119,0.0,1.82033410364,7.81223575016,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,1.54096275563,HdBoard,Plywood,1.82033410364,1.54096275563,0.0,CBlock,0.730463147119,2.25967378672,9.40551922177,0.730463147119,2.05564153806,1.54096275563,2.05564153806,Detchd,14.1229645669,11.8677685874,0.0,GasA,1.82033410364,1Story,0.730463147119,1.54096275563,Lvl,0.0,20.9292429898,Inside,6.0217423524,0.730463147119,0.0,2.05564153806,RL,0.0,None,None,0.0,3.01134024326,Sawyer,0.0,2.05564153806,2.05564153806,1.19431763788,0.0,1.54096275563,CompShg,Hip,Normal,WD,7.82454602956,0.730463147119,1.82033410364,11.8677685874,7.33860727004,14.1229645669,14.1229645669,1.19431763788,13.8968871116,11.877575523
13,13.2907773571,0.0,0.0,0.730463147119,1.54096275563,1Fam,1.82033410364,0.0,0.0,0.0,2.25967378672,2.25967378672,0.0,0.0,1.19431763788,13.2907773571,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,1.19431763788,VinylSd,VinylSd,1.82033410364,1.19431763788,0.730463147119,PConc,1.19431763788,2.25967378672,11.6407952891,1.54096275563,2.05564153806,1.19431763788,2.05564153806,Attchd,14.1922066658,13.2907773571,0.0,GasA,0.0,1Story,0.730463147119,1.19431763788,Lvl,0.0,20.1268383529,Inside,6.46974999722,0.0,0.0,2.05564153806,RL,9.0724189294,Stone,None,0.0,2.88584647249,CollgCr,4.64770858712,1.82033410364,2.44026837836,1.19431763788,0.0,1.54096275563,CompShg,Gable,Partial,New,0.0,0.730463147119,2.44026837836,13.2907773571,7.62005626466,14.1922066658,14.1937652949,0.730463147119,15.476392893,12.5407611494
14,12.7714136121,0.0,0.0,0.730463147119,1.19431763788,1Fam,1.82033410364,1.54096275563,11.2708843774,0.0,0.730463147119,2.25967378672,0.730463147119,0.0,1.82033410364,10.3719526338,0.730463147119,Norm,Norm,SBrkr,7.82454602956,1.82033410364,1.54096275563,MetalSd,MetalSd,0.730463147119,0.730463147119,0.730463147119,CBlock,0.730463147119,2.25967378672,9.40551922177,0.730463147119,2.05564153806,1.19431763788,2.05564153806,Attchd,14.1197859669,12.7714136121,0.730463147119,GasA,1.82033410364,1Story,0.730463147119,1.54096275563,Lvl,0.0,20.2268813704,Corner,6.04766390611,0.0,0.0,2.05564153806,RL,8.23262704226,BrkFace,None,0.0,2.44026837836,NAmes,8.24309862737,1.82033410364,2.25967378672,1.19431763788,0.0,1.54096275563,CompShg,Hip,Normal,WD,0.0,0.730463147119,2.05564153806,12.7714136121,0.0,14.1197859669,14.1197859669,1.19431763788,14.8999436414,11.9640074537
15,11.6861893794,0.0,0.0,0.730463147119,1.19431763788,1Fam,1.82033410364,1.54096275563,0.0,0.0,2.25967378672,2.25967378672,0.0,0.0,1.82033410364,11.6145666385,0.730463147119,Norm,Norm,FuseA,0.0,1.82033410364,1.54096275563,Wd Sdng,Wd Sdng,0.0,1.54096275563,0.0,BrkTil,0.730463147119,2.25967378672,10.6348873472,1.19431763788,2.05564153806,1.54096275563,2.05564153806,Detchd,14.1687476567,11.6861893794,0.0,GasA,0.0,1.5Unf,0.730463147119,1.54096275563,Lvl,0.0,17.9898713439,Corner,5.39227633723,1.54096275563,0.0,2.60259446877,RM,0.0,None,None,0.0,2.75025029749,BrkSide,6.88118732376,2.44026837836,2.44026837836,1.19431763788,0.0,1.54096275563,CompShg,Gable,Normal,WD,0.0,0.730463147119,2.05564153806,11.6145666385,5.28526641681,14.0701618983,14.1844036043,0.730463147119,13.6557805077,11.7905647773
16,12.1366149364,0.0,0.0,0.730463147119,1.19431763788,1Fam,1.82033410364,1.54096275563,10.6438697324,0.0,0.0,2.25967378672,0.730463147119,0.0,1.82033410364,9.87095004598,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,1.54096275563,Wd Sdng,Wd Sdng,1.82033410364,2.05564153806,0.730463147119,CBlock,0.730463147119,2.25967378672,10.1690071305,1.19431763788,2.05564153806,0.0,2.05564153806,Attchd,14.1356515029,12.1366149364,0.0,GasA,0.0,1Story,0.730463147119,1.54096275563,Lvl,0.0,20.3439984254,CulDSac,6.04766390611,0.0,0.0,2.05564153806,RL,7.87320345493,BrkFace,Shed,11.1475382477,2.05564153806,NAmes,0.0,2.25967378672,2.25967378672,1.19431763788,0.0,1.54096275563,CompShg,Gable,Normal,WD,0.0,0.730463147119,2.05564153806,12.1366149364,0.0,14.1356515029,14.1356515029,1.82033410364,14.1953232644,11.9117082963
17,12.8699671924,0.0,0.0,0.730463147119,1.19431763788,Duplex,1.19431763788,1.82033410364,0.0,0.0,1.82033410364,1.82033410364,0.0,0.0,1.54096275563,0.0,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,1.54096275563,MetalSd,MetalSd,1.82033410364,1.54096275563,0.0,Slab,1.19431763788,2.25967378672,10.3522660922,1.19431763788,2.05564153806,1.54096275563,2.05564153806,CarPort,14.1308990401,12.8699671924,0.0,GasA,1.82033410364,1Story,1.19431763788,1.54096275563,Lvl,0.0,20.1789899887,Inside,6.0217423524,1.54096275563,0.0,3.4381104434,RL,0.0,None,Shed,10.2722019625,0.730463147119,Sawyer,0.0,1.82033410364,1.82033410364,1.19431763788,0.0,1.54096275563,CompShg,Gable,Normal,WD,0.0,0.730463147119,2.25967378672,0.0,0.0,14.1308990401,14.1308990401,0.0,12.8699671924,11.4075760604
18,12.431864646,0.0,0.0,0.730463147119,1.54096275563,1Fam,1.82033410364,1.54096275563,10.9346186558,0.0,1.19431763788,2.25967378672,0.730463147119,0.0,1.82033410364,10.1053261355,0.730463147119,RRAe,Norm,SBrkr,0.0,1.82033410364,1.54096275563,VinylSd,VinylSd,1.82033410364,1.54096275563,0.0,PConc,0.730463147119,2.25967378672,10.6348873472,1.19431763788,2.05564153806,1.54096275563,2.05564153806,Detchd,14.1890874262,12.431864646,0.730463147119,GasA,0.0,1Story,0.730463147119,1.19431763788,Lvl,0.0,21.1559391641,Inside,5.85955120861,1.54096275563,0.0,2.05564153806,RL,0.0,None,None,0.0,2.60259446877,SawyerW,6.69419060539,1.82033410364,2.05564153806,1.19431763788,0.0,1.54096275563,CompShg,Gable,Normal,WD,0.0,0.730463147119,2.25967378672,12.431864646,0.0,14.1890874262,14.1890874262,1.19431763788,14.5230549539,11.9766657705
19,12.9657815539,0.0,0.0,0.730463147119,1.54096275563,1Fam,1.82033410364,1.54096275563,10.2924195347,0.0,1.54096275563,2.25967378672,0.0,0.0,1.82033410364,10.3963809435,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,1.54096275563,BrkFace,Plywood,1.19431763788,1.54096275563,0.0,CBlock,0.730463147119,1.19431763788,8.97856662105,0.730463147119,2.05564153806,1.54096275563,2.05564153806,Attchd,14.1166046102,12.9657815539,0.0,GasA,1.82033410364,1Story,0.730463147119,1.54096275563,Lvl,0.0,18.7837927666,Inside,5.96898058539,1.54096275563,0.0,2.05564153806,RL,0.0,None,None,0.0,2.44026837836,NAmes,0.0,2.05564153806,2.05564153806,1.19431763788,0.0,1.54096275563,CompShg,Hip,Abnorml,COD,0.0,0.730463147119,2.25967378672,12.2060458585,0.0,14.1166046102,14.1277273093,1.54096275563,14.7175575815,11.8422364063
20,12.543063139,12.6890518097,0.0,0.730463147119,1.82033410364,1Fam,1.82033410364,0.0,0.0,0.0,2.25967378672,2.25967378672,0.0,0.0,0.0,12.543063139,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,1.19431763788,VinylSd,VinylSd,1.82033410364,1.19431763788,0.730463147119,PConc,1.54096275563,2.25967378672,11.6829679784,1.54096275563,2.05564153806,1.19431763788,2.05564153806,BuiltIn,14.1906473764,14.7283740934,0.730463147119,GasA,0.0,2Story,0.730463147119,1.19431763788,Lvl,0.0,21.3118929914,Corner,6.67465227619,0.0,0.0,2.88584647249,RL,9.59059842056,BrkFace,None,0.0,1.19431763788,NridgHt,7.5388978103,1.82033410364,2.60259446877,1.19431763788,0.0,1.54096275563,CompShg,Gable,Partial,New,0.0,0.730463147119,2.75025029749,12.543063139,8.51121971015,14.1906473764,14.1922066658,0.0,16.0407199151,12.6925061865
21,12.4164134177,0.0,0.0,0.0,1.54096275563,1Fam,1.82033410364,1.54096275563,0.0,0.0,2.25967378672,2.25967378672,0.0,0.0,1.82033410364,10.8976736337,0.730463147119,Norm,Norm,FuseF,8.15813268307,1.82033410364,1.54096275563,Wd Sdng,Wd Sdng,0.0,1.19431763788,0.730463147119,PConc,0.730463147119,2.25967378672,8.86487939267,0.730463147119,2.05564153806,1.54096275563,2.05564153806,Attchd,14.0717732141,12.4164134177,0.0,GasA,0.0,1.5Unf,0.730463147119,1.19431763788,Bnk,0.0,18.7273956997,Inside,5.59142712461,1.54096275563,0.0,2.60259446877,RM,0.0,None,None,0.0,2.60259446877,IDOTRR,0.0,2.25967378672,2.44026837836,0.0,0.0,1.54096275563,CompShg,Gable,Normal,WD,0.0,0.730463147119,2.25967378672,10.8976736337,0.0,14.0717732141,14.1038515117,0.730463147119,13.7608407499,11.8451099509
22,13.847538317,0.0,0.0,0.730463147119,1.54096275563,1Fam,1.82033410364,1.54096275563,0.0,0.0,2.25967378672,2.25967378672,0.0,0.0,1.19431763788,13.8165662976,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,1.19431763788,VinylSd,VinylSd,1.82033410364,1.19431763788,0.730463147119,PConc,1.19431763788,2.25967378672,10.4398587994,1.19431763788,2.05564153806,1.19431763788,2.05564153806,Attchd,14.1859655407,13.847538317,0.0,GasA,0.0,1Story,0.730463147119,1.19431763788,Lvl,0.0,19.770362266,Inside,6.09862610497,1.54096275563,0.0,2.05564153806,RL,8.87315774145,BrkFace,None,0.0,3.01134024326,CollgCr,7.60671038135,1.82033410364,2.60259446877,1.19431763788,0.0,1.54096275563,CompShg,Hip,Normal,WD,0.0,0.730463147119,2.44026837836,13.8165662976,7.76239229169,14.1859655407,14.1859655407,1.19431763788,16.0771681952,12.3458389357
23,12.2901778718,0.0,0.0,0.730463147119,1.54096275563,TwnhsE,1.82033410364,1.54096275563,11.6407952891,0.0,1.19431763788,2.25967378672,0.730463147119,0.0,1.19431763788,8.10359365025,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,1.54096275563,CemntBd,CmentBd,1.82033410364,2.05564153806,0.730463147119,PConc,0.730463147119,2.25967378672,10.6168428951,1.19431763788,2.05564153806,1.54096275563,2.05564153806,Attchd,14.1451380122,12.2901778718,0.0,GasA,1.82033410364,1Story,0.730463147119,1.54096275563,Lvl,0.0,16.6562439529,Inside,5.13356729283,1.54096275563,0.0,0.0,RM,0.0,None,None,0.0,2.60259446877,MeadowV,6.8449460252,2.25967378672,2.05564153806,1.19431763788,0.0,1.54096275563,CompShg,Gable,Normal,WD,0.0,0.730463147119,2.25967378672,12.2361425189,6.65495044352,14.1451380122,14.1451380122,0.730463147119,14.3359133899,11.7745279009
24,12.2901778718,0.0,0.0,0.730463147119,1.54096275563,1Fam,1.82033410364,1.19431763788,7.96783746404,11.0231225712,2.05564153806,0.0,0.730463147119,0.0,1.82033410364,8.14731558862,0.730463147119,Norm,Norm,SBrkr,0.0,1.19431763788,1.54096275563,Plywood,Plywood,1.19431763788,2.05564153806,0.730463147119,CBlock,0.730463147119,2.25967378672,8.78068859194,0.730463147119,2.05564153806,1.54096275563,2.05564153806,Attchd,14.1324838781,12.2901778718,0.0,GasA,0.0,1Story,0.730463147119,1.19431763788,Lvl,0.0,19.1175023969,Inside,6.0217423524,0.0,0.0,2.05564153806,RL,0.0,None,None,0.0,2.44026837836,Sawyer,6.44823231602,2.44026837836,2.05564153806,1.19431763788,0.0,1.54096275563,CompShg,Gable,Normal,WD,0.0,0.730463147119,2.25967378672,12.2901778718,9.75237868058,14.1324838781,14.1844036043,1.82033410364,14.3657821745,11.9447143749
25,13.4969039579,0.0,0.0,0.730463147119,1.54096275563,1Fam,1.82033410364,1.54096275563,0.0,0.0,2.25967378672,2.25967378672,0.0,0.0,1.19431763788,13.4320852862,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,1.19431763788,VinylSd,VinylSd,1.82033410364,1.19431763788,0.730463147119,PConc,1.19431763788,2.25967378672,11.8000802179,1.54096275563,2.05564153806,1.19431763788,2.05564153806,Attchd,14.1937652949,13.4969039579,0.0,GasA,0.0,1Story,0.730463147119,1.19431763788,Lvl,0.0,21.3163192399,Corner,6.8449460252,1.54096275563,0.0,2.05564153806,RL,10.9100375886,Stone,None,0.0,2.75025029749,NridgHt,5.55949035842,1.82033410364,2.60259446877,1.19431763788,0.0,1.54096275563,CompShg,Gable,Normal,WD,0.0,0.730463147119,2.44026837836,13.4320852862,0.0,14.1937652949,14.1937652949,1.54096275563,15.6693615948,12.454107814
26,11.8310217445,0.0,0.0,0.730463147119,1.54096275563,1Fam,1.82033410364,1.19431763788,8.45392969689,10.200342662,0.730463147119,2.05564153806,0.0,0.730463147119,1.82033410364,7.87320345493,0.730463147119,Norm,Norm,SBrkr,0.0,1.82033410364,1.54096275563,Wd Sdng,Wd Sdng,1.82033410364,1.54096275563,0.0,CBlock,0.730463147119,2.25967378672,10.6348873472,1.19431763788,2.05564153806,1.54096275563,2.05564153806,Detchd,14.1906473764,11.8310217445,0.0,GasA,1.82033410364,1Story,0.730463147119,1.19431763788,Lvl,0.0,18.5982379273,Corner,5.68450665682,1.54096275563,0.0,2.05564153806,RL,0.0,None,None,0.0,2.44026837836,NAmes,4.59715671171,2.25967378672,2.05564153806,1.19431763788,0.0,1.54096275563,CompShg,Gable,Normal,WD,0.0,0.730463147119,2.05564153806,11.8310217445,8.33551673477,14.1054480771,14.1828410045,1.82033410364,13.8560948208,11.8115548958
